snapshot_id,altitude,heading,latitude,longitude,radar_id,speed,squawk
1486362654,875,158,36.37669,25.49011,464,161,0
1486362660,1025,158,36.37252,25.49208,464,168,0
1486362666,1250,159,36.36795,25.49429,464,172,0
1486362672,1450,160,36.36354,25.49629,464,177,0
1486362678,1575,161,36.35870,25.49833,464,185,0
1486362687,1700,162,36.35271,25.50076,464,197,0
1486362693,1875,162,36.34552,25.50362,464,206,0
1486362699,2075,157,36.33971,25.50636,464,212,0
1486362706,2325,139,36.33444,25.51043,464,219,0
1486362712,2600,127,36.33030,25.51610,464,224,0
1486362718,2825,112,36.32774,25.52212,464,230,0
1486362724,3100,95,36.32606,25.53114,464,234,0
1486362730,3350,80,36.32643,25.53953,464,239,0
1486362736,3600,66,36.32835,25.54716,464,241,0
1486362745,3950,50,36.33421,25.55757,464,241,29765
1486362751,4200,34,36.33939,25.56278,464,239,29765
1486362757,4450,24,36.34501,25.56653,464,238,29765
1486362763,4675,12,36.35171,25.56916,464,237,29765
1486362770,4900,3,36.35823,25.56998,464,235,29765
1486362791,5725,315,36.37843,25.55958,464,221,29765
1486362797,5975,304,36.38232,25.55345,464,219,29765
1486362803,6200,289,36.38493,25.54670,464,218,29765
1486362809,6475,280,36.38640,25.53918,464,217,29765
1486362815,6750,278,36.38722,25.53211,464,218,29765
1486362821,7025,280,36.38828,25.52473,464,218,29765
1486362827,7325,281,36.38956,25.51689,464,218,29765
1486362842,8075,281,36.39285,25.49829,464,217,29765
1486362854,8650,286,36.39570,25.48384,464,222,29765
1486362863,9025,292,36.39903,25.47295,464,228,29765
1486362869,9200,294,36.40178,25.46562,464,237,29765
1486362875,9275,297,36.40485,25.45807,464,247,29765
1486362881,9400,305,36.40892,25.45017,464,260,29765
1486362887,9525,310,36.41344,25.44334,464,268,29765
1486362893,9675,311,36.41856,25.43627,464,277,29765
1486362899,9900,311,36.42410,25.42856,464,282,29765
1486362905,10150,311,36.42931,25.42125,464,285,29765
1486362921,10600,310,36.44266,25.40222,464,300,29765
1486362933,10800,309,36.45394,25.38566,464,318,29765
1486362945,11075,309,36.46578,25.36806,464,333,29765
1486362957,11700,309,36.47768,25.35044,464,332,29765
1486362969,12525,309,36.48985,25.33241,464,330,29765
1486363000,14025,309,36.51942,25.28841,464,336,29765
1486363033,15525,309,36.55376,25.23743,464,352,29765
1486363066,17275,310,36.58876,25.18557,464,357,29765
1486363099,19750,309,36.62348,25.13421,464,337,29765
1486363160,21550,309,36.68489,25.04275,464,346,29765
1486363221,22000,309,36.74753,24.94955,464,347,29765
1486363284,22000,309,36.81267,24.85228,464,343,29765
1486363345,22000,309,36.87454,24.75960,464,340,29765
1486363406,22000,309,36.93534,24.66825,464,340,29765
1486363467,22000,309,36.99568,24.57741,464,339,29765
1486363530,21850,309,37.05931,24.48124,464,338,29765
1486363561,21300,320,37.09119,24.43670,464,330,29765
1486363567,21200,329,37.09883,24.43031,464,333,29765
1486363573,21075,338,37.10760,24.42524,464,337,29765
1486363579,20975,345,37.11703,24.42189,464,342,29765
1486363585,20850,348,37.12639,24.41950,464,344,29765
1486363591,20750,349,37.13608,24.41723,464,343,29765
1486363597,20650,349,37.14546,24.41513,464,343,29765
1486363661,19100,350,37.24370,24.39491,464,339,29765
1486363722,17650,350,37.33578,24.37598,464,323,29765
1486363755,16650,349,37.38528,24.36429,464,325,29765
1486363788,15800,348,37.43452,24.35233,464,322,29765
1486363819,14975,347,37.47865,24.34069,464,319,29765
1486363852,14075,357,37.52719,24.33554,464,319,29765
1486363885,13275,357,37.57613,24.33267,464,316,29765
1486363892,13175,357,37.58516,24.33215,464,314,29765
1486363949,11950,357,37.66686,24.32773,464,305,29765
1486363961,11550,357,37.68530,24.32683,464,307,29765
1486363980,11150,357,37.70996,24.32558,464,306,29765
1486363992,10800,357,37.72833,24.32478,464,305,29765
1486364004,10525,357,37.74577,24.32385,464,303,29765
1486364019,10175,356,37.76401,24.32272,464,303,29765
1486364045,9575,352,37.79925,24.31776,3419,298,29765
1486364057,9300,352,37.81722,24.31465,3419,294,29765
1486364069,9275,352,37.83417,24.31167,3419,283,29765
1486364081,9125,352,37.84781,24.30941,3419,279,29765
1486364107,8650,352,37.88292,24.30339,440,275,29765
1486364119,8475,352,37.89827,24.30080,440,274,29765
1486364131,8250,353,37.91335,24.29847,440,272,29765
1486364143,8025,353,37.92890,24.29614,440,271,29765
1486364156,7925,353,37.94384,24.29406,440,267,29765
1486364168,7950,353,37.95865,24.29191,440,267,29765
1486364180,7950,353,37.97350,24.28970,440,269,29765
1486364192,7950,353,37.98891,24.28749,440,270,29765
1486364204,7925,353,38.00390,24.28528,440,270,29765
1486364216,7725,353,38.01921,24.28325,440,267,29765
1486364228,7450,353,38.03384,24.28107,440,268,29765
1486364240,7075,352,38.04872,24.27873,440,271,29765
1486364252,6800,352,38.06360,24.27622,440,267,29765
1486364264,6550,349,38.07885,24.27340,440,262,29765
1486364271,6400,342,38.08562,24.27114,440,259,29765
1486364277,6250,333,38.09193,24.26766,440,254,29765
1486364283,6075,330,38.09845,24.26307,440,250,29765
1486364289,5850,328,38.10445,24.25853,440,251,29765
1486364295,5650,327,38.11061,24.25366,440,252,29765
1486364301,5550,327,38.11628,24.24910,440,249,29765
1486364316,5175,324,38.13089,24.23680,440,247,29765
1486364322,5100,316,38.13587,24.23118,440,238,29765
1486364328,4925,306,38.14009,24.22462,440,232,29765
1486364334,4725,296,38.14316,24.21749,440,229,29765
1486364340,4575,285,38.14513,24.20995,440,224,29765
1486364346,4525,273,38.14581,24.20224,440,217,29765
1486364367,4475,255,38.14233,24.17845,440,188,29765
1486364373,4425,254,38.14095,24.17201,440,182,29765
1486364379,4350,254,38.13954,24.16571,440,179,29765
1486364385,4325,254,38.13825,24.15983,440,177,29765
1486364391,4300,254,38.13694,24.15380,440,177,29765
1486364398,4275,254,38.13597,24.14944,440,176,29765
1486364404,4225,255,38.13437,24.14170,440,174,29765
1486364410,4150,254,38.13304,24.13539,440,174,29765
1486364416,4125,249,38.13150,24.12980,440,173,29765
1486364422,4075,240,38.12965,24.12493,440,171,29765
1486364428,4000,227,38.12640,24.11955,440,169,29765
1486364434,3975,224,38.12293,24.11529,440,168,29765
1486364440,3925,224,38.11986,24.11141,440,166,29765
1486364446,3875,225,38.11624,24.10687,440,166,29765
1486364455,3775,224,38.11129,24.10060,440,169,29765
1486364461,3750,223,38.10808,24.09672,440,170,29765
1486364467,3725,222,38.10435,24.09242,440,170,29765
1486364473,3700,220,38.10077,24.08848,440,169,29765
1486364479,3675,218,38.09695,24.08448,440,167,29765
1486364485,3625,217,38.09345,24.08098,440,166,29765
1486364491,3600,215,38.08955,24.07744,440,165,29765
1486364497,3575,216,38.08588,24.07403,440,164,29765
1486364503,3500,215,38.08228,24.07075,440,164,29765
1486364509,3450,215,38.07880,24.06766,440,165,29765
1486364516,3350,215,38.07486,24.06409,440,162,29765
1486364522,3250,214,38.07092,24.06058,440,161,29765
1486364528,3175,214,38.06795,24.05801,440,160,29765
1486364534,3075,215,38.06364,24.05416,440,158,29765
1486364540,3000,215,38.06053,24.05141,440,156,29765
1486364546,2925,215,38.05705,24.04825,440,154,29765
1486364552,2825,217,38.05316,24.04457,440,152,29765
1486364558,2750,216,38.04994,24.04149,440,151,29765
1486364564,2650,217,38.04648,24.03820,440,150,29765
1486364570,2550,217,38.04295,24.03476,440,149,29765
1486364576,2475,217,38.03970,24.03164,440,154,29765
1486364582,2400,218,38.03606,24.02805,440,156,29765
1486364588,2350,217,38.03274,24.02476,440,156,29765
1486364594,2275,217,38.02927,24.02143,440,156,29765
1486364600,2175,217,38.02560,24.01787,440,155,29765
1486364606,2100,217,38.02233,24.01474,440,154,29765
1486364612,2000,217,38.01889,24.01152,440,152,29765
1486364618,1925,216,38.01544,24.00817,440,151,29765
1486364624,1825,216,38.01205,24.00501,440,150,29765
1486364631,1725,216,38.00871,24.00185,440,150,29765
1486364637,1650,216,38.00532,23.99864,440,151,29765
1486364643,1575,217,38.00208,23.99551,440,152,29765
1486364649,1500,217,37.99868,23.99223,440,155,29765
1486364655,1425,216,37.99512,23.98888,440,155,29765
1486364661,1325,216,37.99173,23.98572,440,150,29765
1486364667,1250,217,37.98848,23.98257,440,145,29765
1486364673,1175,217,37.98509,23.97936,440,140,29765
1486364679,1125,217,37.98216,23.97653,440,139,29765
1486364685,1050,216,37.97919,23.97369,440,140,29765
1486364691,975,216,37.97597,23.97061,440,140,29765
1486364697,900,217,37.97296,23.96778,440,139,29765
1486364703,825,216,37.96967,23.96469,440,138,29765
1486364709,750,217,37.96660,23.96176,440,137,29765
1486364715,675,217,37.96353,23.95879,440,139,29765
1486364721,600,217,37.96046,23.95581,440,139,29765
1486364727,525,216,37.95712,23.95271,440,140,29765
1486364733,450,216,37.95396,23.94973,440,142,29765
