snapshot_id,altitude,heading,latitude,longitude,radar_id,speed,squawk
1486379776,0,0,60.32104,24.95750,7742,100,0
1486379784,738,35,60.32782,24.97077,7742,713,0
1486379793,936,40,60.33084,24.97646,7742,110,0
1486379799,1116,40,60.33403,24.98240,7742,110,0
1486379805,1193,41,60.33576,24.98556,7742,114,0
1486379811,1299,41,60.33870,24.99110,7742,120,0
1486379820,1468,44,60.34243,24.99918,7742,124,0
1486379827,1689,46,60.34595,25.00698,7742,130,20530
1486379833,1754,46,60.34744,25.01030,7742,130,20530
1486379840,1989,44,60.35174,25.01724,7742,138,20530
1486379849,2100,33,60.35666,25.02132,7742,142,20530
1486379874,2659,321,60.37373,25.01358,7742,160,20530
1486379880,2965,331,60.38013,25.00590,7742,164,20530
1486379889,3237,325,60.38662,24.99693,7742,182,20530
1486379895,3492,323,60.39217,24.98723,7742,193,20530
1486379904,3618,323,60.39562,24.98197,7742,199,20530
1486379913,3985,326,60.40419,24.96887,7742,195,20530
1486379919,4268,320,60.41089,24.95710,7742,209,20530
1486379925,4345,320,60.41396,24.95157,7742,213,20530
1486379931,4611,319,60.41973,24.94114,7742,215,20530
1486379937,4775,319,60.42331,24.93528,7742,215,20530
1486379944,4883,320,60.42616,24.93026,7742,213,20530
1486379950,5200,323,60.43449,24.91711,7742,207,20530
1486379962,5480,320,60.44423,24.90117,7742,211,20530
1486379975,5880,322,60.45300,24.88735,7742,210,20530
1486379987,6150,323,60.46194,24.87380,7742,207,20530
1486379999,6523,324,60.47166,24.85963,7742,204,20530
1486380011,6852,325,60.48049,24.84707,7742,201,20530
1486380023,7241,325,60.48961,24.83395,7742,200,20530
1486380038,7575,326,60.49827,24.82208,7742,196,20530
1486380053,8100,326,60.51030,24.80564,7742,195,20530
1486380065,8403,326,60.51995,24.79252,7742,197,20530
1486380077,8662,326,60.52876,24.78066,7742,198,20530
1486380089,8988,326,60.53795,24.76819,7742,198,20530
1486380101,9294,326,60.54743,24.75488,7742,196,20530
1486380117,9744,326,60.55983,24.73763,7742,200,20530
1486380129,10050,325,60.56990,24.72338,7742,200,20530
1486380141,10313,326,60.57845,24.71166,7742,202,20530
1486380153,10663,326,60.58824,24.69814,7742,205,20530
1486380165,10930,326,60.59728,24.68564,7742,208,18023
1486380177,11200,326,60.60754,24.67160,7742,208,20530
1486380189,11475,326,60.61678,24.65875,7742,208,20530
1486380201,11668,326,60.62676,24.64510,7742,208,20530
1486380213,11913,326,60.63585,24.63295,7742,208,20530
1486380225,12095,326,60.64634,24.61893,7742,208,20530
1486380256,12575,326,60.67302,24.58243,7742,220,20530
1486380292,13288,326,60.70546,24.53766,7742,234,20530
1486380329,13850,326,60.73721,24.49360,7742,230,20530
1486380360,14382,329,60.76664,24.45462,7742,235,20530
1486380392,14869,331,60.79756,24.41922,7742,238,20530
1486380428,15411,332,60.83281,24.38164,7742,237,20530
1486380466,15824,332,60.86360,24.34849,7742,242,20530
1486380501,16324,332,60.89855,24.30892,7742,240,20530
1486380534,16800,329,60.93886,24.26178,7742,245,20530
1486380565,17175,331,60.96614,24.23146,7742,244,20530
1486380601,17650,331,61.00138,24.19174,7742,247,20530
1486380635,18075,331,61.03804,24.15016,7742,240,20530
1486380697,18625,331,61.09621,24.08339,7742,242,20530
1486380761,19124,331,61.15254,24.01796,7742,247,20530
1486380822,19600,331,61.21741,23.94299,7742,250,20530
1486380883,20134,331,61.28229,23.86745,7742,252,20530
1486380949,20500,330,61.34903,23.78921,7742,256,20530
1486381013,20889,331,61.41838,23.70745,7742,261,20530
1486381075,21275,330,61.48635,23.62711,7742,258,20530
1486381138,21600,331,61.55277,23.54689,7742,258,20530
1486381203,21900,330,61.61618,23.47128,7742,258,20530
1486381269,22000,330,61.68852,23.38543,7742,265,20530
1486381331,22000,330,61.75859,23.30195,7742,261,20530
1486381393,22000,331,61.82296,23.22334,7742,268,20530
1486381458,22000,330,61.89400,23.13596,7742,278,20530
1486381521,22000,330,61.96519,23.04846,7742,278,20530
1486381585,22000,330,62.03648,22.96088,7742,274,20530
1486381648,22000,330,62.10650,22.87213,7742,278,20530
1486381709,22000,330,62.17333,22.78870,7742,278,20530
1486381771,22000,330,62.24404,22.69994,7742,278,20530
1486381832,20514,330,62.31230,22.61402,7742,295,20530
1486381896,18350,330,62.38675,22.51890,7742,317,20530
1486381960,15925,330,62.46895,22.41403,7742,311,20530
1486381992,14625,330,62.51162,22.35966,7742,301,20530
1486382023,13900,330,62.53452,22.33013,7742,300,20530
1486382057,12346,330,62.58102,22.27031,7742,285,20530
1486382088,11050,330,62.61629,22.22515,7742,280,20530
1486382109,11050,330,62.62520,22.21371,7742,280,20530
1486382122,9850,330,62.64973,22.18196,7742,280,20530
1486382134,9150,328,62.66974,22.15510,7742,272,20530
1486382181,7615,91,62.72972,21.92738,7742,411,20530
1486382205,6608,82,62.75164,22.00108,7742,442,20530
1486382211,6400,61,62.75684,22.01686,7742,369,20530
1486382218,6174,61,62.76004,22.02199,7742,369,20530
1486382224,5952,39,62.76676,22.02799,7742,301,20530
1486382230,5669,19,62.77367,22.02930,7742,256,20530
1486382255,5000,274,62.79322,22.02578,7742,229,20530
1486382267,5000,307,62.80059,22.01172,7742,261,20530
1486382276,5000,307,62.81158,22.00187,7742,261,20530
1486382282,5000,324,62.82070,21.99016,7742,256,20530
1486382288,5000,318,62.82918,21.97250,7742,281,20530
1486382294,5000,318,62.83400,21.96431,7742,281,20530
1486382303,5000,320,62.84167,21.95040,7742,284,20530
1486382319,5000,320,62.85701,21.92622,7742,278,20530
1486382334,5000,323,62.87281,21.90125,7742,263,20530
1486382346,5000,322,62.87980,21.88920,7742,257,20530
1486382358,5000,326,62.89423,21.86841,7742,242,20530
1486382386,5000,329,62.90487,21.85555,7742,233,20530
