snapshot_id,altitude,heading,latitude,longitude,radar_id,speed,squawk
1486363449,0,200,59.65064,17.92476,3454,2,0
1486363643,0,357,59.65078,17.92474,3454,14,25093
1486363658,0,336,59.65107,17.92450,3454,14,25093
1486363667,0,281,59.65115,17.92424,3454,15,25093
1486363676,0,292,59.65125,17.92374,3454,13,25093
1486363691,0,345,59.65079,17.92476,3454,0,25093
1486363736,0,303,59.65128,17.92358,3454,0,25093
1486363751,0,281,59.65134,17.92307,3454,18,25093
1486363757,0,284,59.65137,17.92284,3454,18,25093
1486363763,0,289,59.65142,17.92251,3454,19,25093
1486363778,0,8,59.65202,17.92216,3454,24,25093
1486363784,0,11,59.65233,17.92227,3454,26,25093
1486363790,0,8,59.65264,17.92237,3454,27,25093
1486363796,0,11,59.65297,17.92249,3454,29,25093
1486363802,0,11,59.65330,17.92262,3454,31,25093
1486363808,0,11,59.65363,17.92273,3454,29,25093
1486363814,0,19,59.65389,17.92287,3454,21,25093
1486363820,0,33,59.65409,17.92308,3454,21,25093
1486363827,0,42,59.65429,17.92341,3454,23,25093
1486363833,0,42,59.65450,17.92383,3454,28,25093
1486363839,0,48,59.65477,17.92433,3454,34,25093
1486363847,0,53,59.65507,17.92506,3454,17,25093
1486363854,0,73,59.65535,17.92644,3454,19,25093
1486363860,0,75,59.65550,17.92758,3454,19,25093
1486363867,0,75,59.65557,17.92820,3454,18,25093
1486363875,0,75,59.65579,17.92994,3454,17,25093
1486363881,0,75,59.65589,17.93082,3454,16,25093
1486363889,0,73,59.65604,17.93189,3454,16,25093
1486363917,0,48,59.65724,17.93487,3454,33,25093
1486363923,0,47,59.65748,17.93539,3454,31,25093
1486363933,0,44,59.65794,17.93630,3454,25,25093
1486363945,0,354,59.65826,17.93648,3454,21,25093
1486363989,0,75,59.65852,17.93700,3454,21,25093
1486363995,0,75,59.65875,17.93876,3454,43,25093
1486364001,0,75,59.65905,17.94099,3454,63,25093
1486364008,0,75,59.65951,17.94470,3454,86,25093
1486364014,0,75,59.66059,17.95308,3454,120,25093
1486364020,0,76,59.66158,17.96094,3454,142,25093
1486364026,0,76,59.66258,17.96915,3454,149,25093
1486364032,225,75,59.66358,17.97676,3454,148,25093
1486364038,625,75,59.66470,17.98500,3454,144,25093
1486364044,975,74,59.66573,17.99248,3454,140,25093
1486364050,1200,74,59.66675,17.99996,3454,142,25093
