snapshot_id,altitude,heading,latitude,longitude,radar_id,speed,squawk
1486286204,0,112,35.53465,24.14652,14275,19,0
1486286224,0,112,35.53395,24.14868,14275,21,0
1486286244,0,112,35.53322,24.15091,14275,18,0
1486286254,0,112,35.53291,24.15184,14275,17,0
1486286268,0,112,35.53245,24.15327,14275,19,0
1486286274,0,112,35.53227,24.15386,14275,21,0
1486286314,0,112,35.53084,24.15821,14275,19,0
1486286389,0,292,35.52889,24.15858,14275,15,0
1486286414,0,292,35.53163,24.15018,14275,105,0
1486286429,350,289,35.53587,24.13719,14275,153,0
1486286439,700,290,35.53858,24.12919,14275,152,0
1486286449,1100,293,35.54147,24.12107,14275,156,0
1486286459,1525,294,35.54443,24.11293,14275,155,0
1486286469,1800,293,35.54755,24.10475,14275,163,0
1486286479,2000,292,35.55084,24.09502,14275,178,0
1486286490,2250,290,35.55413,24.08519,14275,185,0
1486286500,2525,291,35.55762,24.07522,14275,195,0
1486286509,3000,291,35.56093,24.06561,14275,192,0
1486286515,3275,295,35.56329,24.05983,14275,192,0
1486286525,3775,313,35.56912,24.05100,14275,193,0
1486286535,4025,325,35.57648,24.04392,14275,212,0
1486286545,4200,327,35.58486,24.03721,14275,227,0
1486286555,4375,325,35.59415,24.02979,14275,233,0
1486286565,4750,324,35.60371,24.02190,14275,239,0
1486286575,5200,324,35.61301,24.01411,14275,241,0
1486286590,5925,325,35.62731,24.00209,14275,252,0
1486286605,6600,325,35.64153,23.98996,14275,257,0
1486286620,7400,325,35.65664,23.97719,14275,257,0
1486286635,8150,325,35.67163,23.96475,14275,257,0
1486286650,8825,325,35.68620,23.95265,14275,257,0
1486286665,9450,324,35.70086,23.94055,14275,253,0
1486286680,10150,324,35.71618,23.92776,14275,259,0
1486286695,10625,324,35.73239,23.91409,14275,279,0
1486286710,10875,325,35.74892,23.90018,14275,311,28773
1486286725,11350,325,35.76790,23.88434,14275,319,28773
1486286740,12075,328,35.78595,23.86974,14275,324,28773
1486286749,12625,339,35.80064,23.86156,14275,328,28773
1486286759,13125,347,35.81451,23.85687,14275,331,28773
1486286765,13425,352,35.82390,23.85498,14275,343,28773
1486286775,13900,357,35.83894,23.85377,14275,340,28773
1486286784,14425,357,35.85548,23.85286,14275,351,28773
1486286815,16100,356,35.90542,23.84962,14275,355,28773
1486286849,17800,352,35.96309,23.84390,14275,354,28773
1486286880,19200,352,36.01286,23.83593,14275,357,28773
1486286941,21850,352,36.11541,23.81941,14275,357,28773
1486287002,24275,352,36.22188,23.80262,1663,379,28773
1486287063,26525,351,36.32951,23.78306,1663,390,28773
1486287124,28300,351,36.43899,23.76348,1663,398,28773
1486287188,30475,351,36.55733,23.74274,1663,399,28773
1486287252,32500,351,36.67250,23.72199,1663,392,28773
1486287315,34050,351,36.78637,23.70131,1663,390,28773
1486287376,35475,351,36.89337,23.68197,1663,384,28773
1486287439,36000,351,37.00580,23.66163,1663,388,28773
1486287500,36000,351,37.11520,23.64176,1663,391,28773
1486287561,36000,351,37.22354,23.62198,1663,390,28773
1486287624,36000,351,37.33657,23.60180,1663,385,28773
1486287685,36000,351,37.44296,23.58215,1663,383,28773
