snapshot_id,altitude,heading,latitude,longitude,radar_id,speed,squawk
1486323052,0,36,50.10802,14.26603,1041,0,0
1486323109,0,64,50.10776,14.26586,1041,11,5122
1486323124,0,75,50.10764,14.26566,1041,10,5122
1486323136,0,53,50.10768,14.26545,1041,11,5122
1486323145,0,30,50.10769,14.26508,1041,11,5122
1486323172,0,337,50.10755,14.26486,1041,10,5122
1486323205,0,306,50.10758,14.26457,1041,11,5122
1486323214,0,303,50.10764,14.26436,1041,12,5122
1486323223,0,303,50.10772,14.26403,1041,12,5122
1486323229,0,303,50.10794,14.26407,1041,12,5122
1486323241,0,303,50.10789,14.26382,1041,12,5122
1486323517,0,303,50.10813,14.26365,1041,2,5122
1486323529,0,303,50.10806,14.26342,1041,14,5122
1486323541,0,295,50.10820,14.26300,1041,20,5122
1486323547,0,295,50.10846,14.26250,1041,23,5122
1486323553,0,303,50.10841,14.26215,1041,26,5122
1486323565,0,306,50.10872,14.26163,1041,25,5122
1486323571,0,303,50.10886,14.26113,1041,21,5122
1486323577,0,247,50.10889,14.26080,1041,22,5122
1486323587,0,202,50.10849,14.26043,1041,21,5122
1486323599,0,216,50.10815,14.26031,1041,19,5122
1486323607,0,213,50.10808,14.26006,1041,19,5122
1486323616,0,213,50.10784,14.25978,1041,21,5122
1486323625,0,213,50.10755,14.25948,1041,24,5122
1486323631,0,213,50.10733,14.25907,1041,26,5122
1486323637,0,213,50.10708,14.25897,1041,28,5122
1486323643,0,213,50.10687,14.25857,1041,29,5122
1486323649,0,213,50.10655,14.25823,1041,29,5122
1486323656,0,213,50.10611,14.25812,1041,28,5122
1486323662,0,216,50.10603,14.25784,1041,28,5122
1486323668,0,216,50.10577,14.25756,1041,27,5122
1486323674,0,210,50.10551,14.25730,1041,27,5122
1486323680,0,205,50.10508,14.25707,1041,27,5122
1486323689,0,230,50.10486,14.25673,1041,27,5122
1486323695,0,264,50.10473,14.25615,1041,27,5122
1486323701,0,258,50.10468,14.25588,1041,26,5122
1486323707,0,258,50.10463,14.25543,1041,28,5122
1486323713,0,258,50.10457,14.25476,1041,29,5122
1486323719,0,261,50.10451,14.25426,1041,30,5122
1486323725,0,258,50.10445,14.25374,1041,30,5122
1486323731,0,258,50.10439,14.25337,1041,32,5122
1486323737,0,258,50.10431,14.25261,1041,34,5122
1486323743,0,258,50.10422,14.25216,1041,16,5122
1486323749,0,258,50.10414,14.25149,1041,17,5122
1486323755,0,258,50.10405,14.25077,1041,18,5122
1486323761,0,258,50.10395,14.24983,1041,19,5122
1486323767,0,258,50.10368,14.24901,1041,21,5122
1486323773,0,258,50.10375,14.24814,1041,22,5122
1486323779,0,258,50.10363,14.24723,1041,23,5122
1486323785,0,258,50.10334,14.24626,1041,24,5122
1486323791,0,258,50.10338,14.24526,1041,25,5122
1486323797,0,258,50.10325,14.24423,1041,24,5122
1486323803,0,258,50.10313,14.24323,1041,24,5122
1486323809,0,258,50.10301,14.24225,1041,23,5122
1486323815,0,258,50.10288,14.24132,1041,22,5122
1486323821,0,258,50.10277,14.24043,1041,22,5122
1486323827,0,258,50.10266,14.23953,1041,22,5122
1486323833,0,258,50.10254,14.23879,1041,21,5122
1486323839,0,258,50.10244,14.23791,1041,21,5122
1486323848,0,258,50.10213,14.23662,1041,20,5122
1486323854,0,258,50.10218,14.23586,1041,19,5122
1486323860,0,258,50.10208,14.23492,1041,18,5122
1486323866,0,250,50.10179,14.23416,1041,18,5122
1486323872,0,241,50.10161,14.23364,1041,18,5122
1486323878,0,244,50.10155,14.23270,1041,17,5122
1486323884,0,244,50.10139,14.23214,1041,17,5122
1486323905,0,244,50.10074,14.22995,1041,16,5122
1486323914,0,247,50.10048,14.22934,1041,16,5122
1486323920,0,272,50.10037,14.22861,1041,15,5122
1486323927,0,303,50.10047,14.22794,1041,30,5122
