flight_id,event_time,longitude,latitude,altitude,speed,on_ground,vert_speed
e52f449,2017-08-02T13:58:32Z,-0.45738,51.46749,0,18,1,0
e531671,2017-08-02T13:40:31Z,-0.54412,51.7236,9525,268,0,-1408
e528944,2017-08-02T13:59:31Z,0.00454,51.33413,8000,216,0,-64
e52fe46,2017-08-02T13:57:32Z,-0.32127,51.64626,8050,257,0,-320
e52d7eb,2017-08-02T13:38:15Z,-0.04794,51.38493,6000,252,0,-384
e51e68c,2017-08-02T13:36:29Z,-0.30524,51.46527,1700,153,0,-768
e531671,2017-08-02T13:58:15Z,-0.37323,51.4651,925,140,0,-640
e529378,2017-08-02T13:38:51Z,-0.34637,51.46518,1225,142,0,-768
e52cd13,2017-08-02T13:39:07Z,0.7032,51.68684,15000,289,0,0
e53115b,2017-08-02T13:59:45Z,-0.58684,51.64436,10075,211,0,-768
e51fdbe,2017-08-02T13:38:31Z,-1.12104,51.34126,14000,319,0,64
e53115b,2017-08-02T13:41:34Z,-2.20488,52.95373,28975,426,0,0
e5259c3,2017-08-02T14:01:15Z,0.26516,51.65351,10800,218,0,-1024
e520a5c,2017-08-02T14:01:15Z,-0.28074,51.30913,9000,233,0,128
e52d310,2017-08-02T13:39:32Z,-0.15907,51.46542,3425,133,0,-832
e52db9b,2017-08-02T13:37:14Z,0.05356,51.64311,9000,208,0,0
e52e883,2017-08-02T14:00:17Z,-0.48392,51.48247,0,24,1,0
e5259c3,2017-08-02T14:01:55Z,0.20256,51.64952,10200,213,0,-960
e52f773,2017-08-02T14:01:56Z,0.20244,51.29907,10000,202,0,128
e52eb64,2017-08-02T13:59:45Z,-0.32981,51.21986,10050,209,0,-384
e52d631,2017-08-02T13:39:58Z,-0.1135,51.46545,3950,151,0,-512
e53115b,2017-08-02T13:40:31Z,-2.34535,53.04376,29000,431,0,0
e52d169,2017-08-02T13:38:30Z,0.96352,51.70442,16150,311,0,-1472
e52b165,2017-08-02T13:38:23Z,-0.46008,51.46662,0,27,1,0
e51fdbe,2017-08-02T14:00:55Z,-0.07638,51.47832,4475,166,0,-1088
e529378,2017-08-02T13:40:33Z,-0.45436,51.46467,225,152,0,-768
e52ed5a,2017-08-02T14:02:41Z,0.0911,51.30862,9000,226,0,-64
e52ed5a,2017-08-02T14:00:41Z,0.21371,51.34372,9000,216,0,0
e528944,2017-08-02T14:00:57Z,-0.13968,51.32674,8000,215,0,-64
e52d169,2017-08-02T13:39:00Z,0.89814,51.70033,15975,285,0,128
e528944,2017-08-02T13:39:32Z,0.78584,50.85242,19775,319,0,-1664
e52f773,2017-08-02T14:01:32Z,0.2253,51.31732,10000,206,0,64
e52d992,2017-08-02T13:44:10Z,-0.22942,51.46564,2775,138,0,-768
e530374,2017-08-02T14:03:35Z,-0.11424,51.47833,4025,139,0,-768
e529378,2017-08-02T13:41:42Z,-0.4685,51.46646,0,25,1,0
e530374,2017-08-02T13:39:48Z,0.2829,51.65636,13775,226,0,-512
e52f773,2017-08-02T14:02:21Z,0.16807,51.29074,10000,205,0,-128
e52db9b,2017-08-02T13:41:35Z,-0.0668,51.57921,6925,234,0,-448
e529378,2017-08-02T13:44:24Z,-0.44846,51.46664,0,18,1,0
e530d45,2017-08-02T14:01:55Z,-0.33827,51.55568,7850,291,0,-1216
e528944,2017-08-02T14:02:12Z,-0.25735,51.31976,8000,214,0,0
e52ed5a,2017-08-02T13:42:50Z,1.31577,50.36198,29625,377,0,-1920
e52d631,2017-08-02T13:41:52Z,-0.22862,51.46537,2575,140,0,-960
e520a5c,2017-08-02T13:52:50Z,-0.58294,51.31421,11675,322,0,-1152
e5259c3,2017-08-02T14:05:15Z,-0.12247,51.64522,10000,222,0,0
e52db9b,2017-08-02T13:41:00Z,-0.13526,51.59077,7475,265,0,-1152
e529378,2017-08-02T13:42:49Z,-0.46172,51.46658,0,19,1,0
e52cd13,2017-08-02T13:42:51Z,0.27688,51.65562,14000,229,0,0
e52ed5a,2017-08-02T14:05:56Z,0.18312,51.36853,9000,255,0,-64
e52ed5a,2017-08-02T13:41:35Z,1.47069,50.26948,31775,394,0,-1600
e530d45,2017-08-02T14:04:35Z,-0.05692,51.596,6025,234,0,-448
e52f773,2017-08-02T14:04:55Z,0.02244,51.39298,10000,291,0,0
e52e1fc,2017-08-02T13:43:32Z,-0.09828,51.40164,6575,220,0,-1024
e530374,2017-08-02T13:54:36Z,-0.08782,51.64531,8000,233,0,-128
e52d992,2017-08-02T13:44:28Z,-0.24801,51.46556,2550,143,0,-832
e51ab21,2017-08-02T13:42:22Z,0.3376,51.62681,9975,257,0,-256
e52e883,2017-08-02T13:44:06Z,0.15293,51.39166,8500,224,0,-512
e51ab21,2017-08-02T13:44:26Z,0.14726,51.64762,9000,219,0,0
e52e1fc,2017-08-02T13:54:56Z,-0.48262,51.46739,0,19,1,0
e52cd13,2017-08-02T14:04:21Z,-0.01312,51.52848,4875,168,0,-832
e52d7eb,2017-08-02T13:43:11Z,-0.23843,51.46536,2425,142,0,-896
e51ab21,2017-08-02T13:52:52Z,-0.29358,51.46532,1850,153,0,-832
e52e883,2017-08-02T13:55:51Z,-0.37285,51.47886,950,139,0,-768
e52f773,2017-08-02T14:00:36Z,0.20562,51.36938,10100,255,0,-1088
e52f449,2017-08-02T13:43:55Z,-0.13028,51.46541,3800,157,0,-768
e528944,2017-08-02T14:07:12Z,-0.03326,51.4043,5050,215,0,0
e52f773,2017-08-02T13:52:59Z,0.37316,51.05221,16575,256,0,-1088
e52e883,2017-08-02T13:53:31Z,-0.2178,51.47869,2825,136,0,-832
e52fe46,2017-08-02T13:56:14Z,-0.48021,51.68588,8725,264,0,-832
e52e883,2017-08-02T13:56:15Z,-0.39728,51.47888,675,141,0,-832
e51fdbe,2017-08-02T13:56:26Z,0.00886,51.38707,6125,238,0,-704
e53115b,2017-08-02T13:56:27Z,-0.68268,51.81953,12575,279,0,-1024
e53115b,2017-08-02T14:08:22Z,-0.77134,51.71769,9000,273,0,-128
e531671,2017-08-02T13:54:06Z,-0.11718,51.46755,3575,127,0,-448
e52cd13,2017-08-02T13:44:43Z,0.09918,51.62592,14000,230,0,0
e52eb64,2017-08-02T14:02:08Z,-0.45689,51.3327,10000,271,0,0
e52d631,2017-08-02T13:46:47Z,-0.45992,51.46732,0,19,1,0
e52cd13,2017-08-02T13:57:51Z,-0.0885,51.64646,9000,226,0,64
e52fe46,2017-08-02T14:07:07Z,-0.24986,51.47819,2350,147,0,-704
e530374,2017-08-02T14:07:55Z,-0.38306,51.47785,800,133,0,-640
e530374,2017-08-02T13:53:20Z,0.03769,51.64468,8975,219,0,-448
e52ed5a,2017-08-02T14:09:32Z,0.00751,51.33788,9000,203,0,64
e530374,2017-08-02T14:10:57Z,-0.47841,51.47582,0,25,1,0
e51fdbe,2017-08-02T13:56:16Z,-0.01022,51.38604,6250,240,0,-768
e53115b,2017-08-02T14:10:19Z,-0.57915,51.7355,9000,280,0,64
e52fe46,2017-08-02T14:04:57Z,-0.1201,51.47832,3925,136,0,-832
e52fe46,2017-08-02T13:56:41Z,-0.41347,51.66898,8375,264,0,-448
e530374,2017-08-02T13:56:46Z,-0.18929,51.5939,7500,253,0,-896
e52cd13,2017-08-02T13:57:12Z,-0.02135,51.64534,9000,221,0,0
e528944,2017-08-02T13:57:32Z,0.14314,51.37151,8000,216,0,0
e5259c3,2017-08-02T14:12:16Z,0.00766,51.48226,4600,157,0,-960
e52f773,2017-08-02T14:12:15Z,0.12472,51.34439,9000,209,0,0
e52f773,2017-08-02T14:09:40Z,0.02228,51.33782,10000,229,0,0
e51ab21,2017-08-02T13:55:35Z,-0.46362,51.46486,0,39,1,0
e5259c3,2017-08-02T13:58:22Z,0.14394,51.54904,12000,295,0,-128
e530374,2017-08-02T13:56:15Z,-0.22142,51.61881,7975,218,0,-512
e53115b,2017-08-02T13:56:15Z,-0.69938,51.83112,12750,281,0,-1024
e51ab21,2017-08-02T13:56:15Z,-0.4686,51.46627,0,19,1,0
e52ed5a,2017-08-02T14:12:25Z,-0.23085,51.3513,8000,236,0,128
e52ed5a,2017-08-02T13:58:44Z,0.03242,51.37771,9350,289,0,-1024
e52ed5a,2017-08-02T14:01:17Z,0.20481,51.30876,9000,193,0,0
e52fe46,2017-08-02T14:01:56Z,0.03929,51.52914,5475,173,0,-448
e51ab21,2017-08-02T13:56:42Z,-0.46862,51.46746,0,30,1,0
e52eb64,2017-08-02T14:13:18Z,-0.02677,51.39512,5625,225,0,-512
e52f449,2017-08-02T13:59:04Z,-0.4557,51.4675,0,20,1,0
e52ed5a,2017-08-02T14:13:56Z,-0.10844,51.39098,6775,226,0,-576
e5259c3,2017-08-02T14:14:11Z,-0.12679,51.47826,3900,160,0,-1024
e52fe46,2017-08-02T13:59:59Z,-0.08068,51.58745,6550,203,0,-832
e520a5c,2017-08-02T14:08:23Z,-0.20812,51.40982,7575,247,0,-768
e520a5c,2017-08-02T14:00:40Z,-0.31296,51.34209,9000,243,0,-64
e52ed5a,2017-08-02T13:58:24Z,0.02398,51.35848,9600,272,0,-1152
e5259c3,2017-08-02T14:14:56Z,-0.17807,51.47826,3225,136,0,-896
e530d45,2017-08-02T14:00:40Z,-0.4376,51.60516,8975,243,0,-320
e52f773,2017-08-02T14:03:36Z,0.05968,51.32145,10000,222,0,0
e53115b,2017-08-02T14:01:30Z,-0.7479,51.6871,10000,234,0,128
e530374,2017-08-02T14:03:59Z,-0.1384,51.4783,3700,132,0,-832
e530d45,2017-08-02T14:02:21Z,-0.28928,51.57578,7450,288,0,-1088
e53115b,2017-08-02T14:02:40Z,-0.73348,51.76284,10000,306,0,-128
e520a5c,2017-08-02T14:05:37Z,-0.41413,51.36626,8575,279,0,-960
e520a5c,2017-08-02T14:11:00Z,0.05643,51.41176,5475,221,0,-640
e52f773,2017-08-02T14:03:21Z,0.0808,51.31328,10000,222,0,0
e52cd13,2017-08-02T14:01:55Z,-0.19997,51.5946,6675,268,0,-832
e5259c3,2017-08-02T14:07:01Z,-0.28756,51.63515,8850,201,0,-1024
e520a5c,2017-08-02T14:12:38Z,0.09888,51.47347,5075,174,0,256
e52eb64,2017-08-02T14:05:15Z,-0.28602,51.236,9900,216,0,-832
e520a5c,2017-08-02T14:05:55Z,-0.41005,51.39272,8300,289,0,-896
e5259c3,2017-08-02T14:08:22Z,-0.19958,51.58836,7650,281,0,-448
e52eb64,2017-08-02T14:08:23Z,-0.45638,51.37744,8650,276,0,-832
e528944,2017-08-02T14:08:43Z,0.01486,51.46368,4450,178,0,-768
e52d169,2017-08-02T14:06:01Z,-0.10792,51.59706,6175,240,0,-448
e51fdbe,2017-08-02T14:07:28Z,-0.46644,51.47724,0,21,1,0
e51fdbe,2017-08-02T14:03:55Z,-0.25379,51.4782,2325,145,0,-768
e520a5c,2017-08-02T14:07:01Z,-0.33896,51.45977,8025,283,0,0
e520a5c,2017-08-02T14:05:16Z,-0.41916,51.34046,8825,278,0,-832
e52d169,2017-08-02T14:07:32Z,-0.04787,51.54002,5250,161,0,-896
e52cd13,2017-08-02T14:08:31Z,-0.25772,51.47814,2225,145,0,-704
e528944,2017-08-02T14:05:56Z,-0.14964,51.39825,5425,216,0,-832
e528944,2017-08-02T14:06:11Z,-0.12626,51.39954,5200,216,0,-1024
e51fdbe,2017-08-02T14:07:55Z,-0.46886,51.4761,0,27,1,0
e53115b,2017-08-02T14:08:12Z,-0.76714,51.70543,9050,258,0,-576
e52ed5a,2017-08-02T14:25:02Z,-0.45914,51.47688,0,17,1,0
e53115b,2017-08-02T14:09:17Z,-0.69991,51.76716,9000,297,0,0
e52cd13,2017-08-02T14:06:27Z,-0.12619,51.47858,3850,156,0,-640
e5259c3,2017-08-02T14:07:17Z,-0.29532,51.62252,8550,211,0,-1088
e5259c3,2017-08-02T14:11:21Z,0.02877,51.5162,5400,166,0,-1088
e52f773,2017-08-02T14:26:26Z,-0.42713,51.47764,275,147,0,-640
e52eb64,2017-08-02T14:08:42Z,-0.45204,51.40192,8425,276,0,-768
e52f773,2017-08-02T14:11:55Z,0.13413,51.36476,9000,211,0,-64
e52eb64,2017-08-02T14:15:38Z,0.02458,51.47757,4550,166,0,-320
e528944,2017-08-02T14:14:07Z,-0.34126,51.47798,1250,137,0,-704
e52ed5a,2017-08-02T14:23:36Z,-0.39839,51.47782,625,130,0,-832
e52ed5a,2017-08-02T14:24:50Z,-0.45738,51.47756,0,28,1,0
e53115b,2017-08-02T14:14:37Z,-0.54997,51.72676,9025,279,0,64
e52f773,2017-08-02T14:12:55Z,0.0746,51.3251,9000,201,0,-64
e52f773,2017-08-02T14:24:49Z,-0.3165,51.47801,1550,153,0,-896
e5259c3,2017-08-02T14:20:52Z,-0.46925,51.47566,0,17,1,0
e52f773,2017-08-02T14:27:35Z,-0.46885,51.4762,0,16,1,0
e53115b,2017-08-02T14:28:41Z,-0.45842,51.47735,0,21,1,0
e5259c3,2017-08-02T07:24:19Z,50.64755,26.26076,0,24,1,0
e5259c3,2017-08-02T07:28:05Z,50.59839,26.31054,1900,185,0,576
e5259c3,2017-08-02T07:27:35Z,50.60708,26.28767,1350,174,0,3072
e5259c3,2017-08-02T07:54:08Z,49.84598,28.84457,34500,477,0,384
e5259c3,2017-08-02T07:23:43Z,50.64456,26.2625,0,30,1,0
e5259c3,2017-08-02T07:26:25Z,50.6484,26.26233,0,37,1,0
e5259c3,2017-08-02T07:30:39Z,50.54853,26.4838,5525,273,0,2240
e5259c3,2017-08-02T07:39:59Z,49.95628,27.23447,21650,417,0,1408
e5259c3,2017-08-02T08:00:39Z,49.82067,29.7173,38000,483,0,-64
e5259c3,2017-08-02T07:44:10Z,49.60116,27.63904,25875,457,0,1344
e5259c3,2017-08-02T07:43:25Z,49.66604,27.56319,25100,452,0,1088
e5259c3,2017-08-02T07:44:31Z,49.5748,27.67671,26400,457,0,2688
e5259c3,2017-08-02T07:58:59Z,49.85068,29.49438,38000,481,0,192
e5259c3,2017-08-02T08:38:41Z,47.9099,34.34018,38000,471,0,0
e5259c3,2017-08-02T08:26:04Z,48.98972,32.96858,38000,472,0,0
e5259c3,2017-08-02T08:14:34Z,49.61597,31.5743,38000,487,0,-64
e5259c3,2017-08-02T08:59:33Z,46.08075,36.61888,40000,466,0,0
e5259c3,2017-08-02T08:39:07Z,47.88398,34.40946,38000,472,0,64
e51d2a1,2017-08-02T09:04:43Z,48.38595,61.42594,39975,483,0,-64
e51d2a1,2017-08-02T08:49:59Z,52.4052,61.7083,38000,482,0,0
e5259c3,2017-08-02T08:25:18Z,49.05412,32.88867,38000,471,0,0
e51d2a1,2017-08-02T08:59:13Z,49.82584,61.70366,40000,486,0,-64
e5259c3,2017-08-02T08:50:23Z,46.92788,35.65353,38000,466,0,-64
e51d2a1,2017-08-02T08:48:04Z,52.93346,61.69401,38000,486,0,64
e5259c3,2017-08-02T08:58:24Z,46.19096,36.49841,39750,462,0,448
e51d2a1,2017-08-02T08:49:37Z,52.50779,61.70518,38000,483,0,64
e51d2a1,2017-08-02T09:05:38Z,48.14037,61.3957,40000,475,0,0
e5259c3,2017-08-02T09:23:09Z,43.4344,38.60166,40000,444,0,0
e5259c3,2017-08-02T08:59:12Z,46.11494,36.58155,40000,465,0,0
e5259c3,2017-08-02T09:09:36Z,45.1079,37.60646,40000,459,0,0
e51d2a1,2017-08-02T09:03:55Z,48.5944,61.46673,39975,480,0,128
e51d2a1,2017-08-02T09:29:17Z,42.07018,60.7003,39975,441,0,0
e5259c3,2017-08-02T09:01:50Z,45.86477,36.85368,40000,461,0,0
e51d2a1,2017-08-02T09:10:27Z,46.85767,61.25506,39975,472,0,64
e51ab21,2017-08-02T09:06:10Z,52.96183,61.69442,34000,469,0,0
e51ab21,2017-08-02T09:09:06Z,52.16122,61.67954,34000,465,0,0
e528944,2017-08-02T09:23:31Z,35.59746,31.81134,11675,325,0,1088
e5259c3,2017-08-02T09:14:35Z,44.634,38.14706,40000,453,0,0
e5259c3,2017-08-02T08:45:46Z,47.31846,35.14376,38000,469,0,0
e51d2a1,2017-08-02T09:06:31Z,47.90426,61.37066,39975,476,0,0
e5259c3,2017-08-02T09:25:46Z,43.04814,38.71339,40000,443,0,0
e528944,2017-08-02T09:23:58Z,35.55014,31.82303,12050,341,0,320
e528944,2017-08-02T09:26:17Z,35.29156,31.89006,12050,357,0,-64
e528944,2017-08-02T09:14:55Z,36.00386,31.72056,0,25,1,0
e529378,2017-08-02T09:32:09Z,28.82144,40.9768,0,0,1,0
e528944,2017-08-02T09:13:55Z,35.99696,31.71956,0,16,1,0
e51d2a1,2017-08-02T09:23:58Z,43.3602,60.86514,39975,441,0,64
e528944,2017-08-02T09:36:26Z,34.06686,32.32243,25550,453,0,896
e5259c3,2017-08-02T09:35:13Z,41.70123,39.22162,40000,448,0,0
e5259c3,2017-08-02T09:03:15Z,45.72936,36.99986,40000,460,0,-64
e5259c3,2017-08-02T09:36:07Z,41.57025,39.27096,40000,447,0,0
e51d2a1,2017-08-02T09:31:32Z,41.5345,60.62782,39975,443,0,0
e51ab21,2017-08-02T09:34:50Z,45.57842,61.12234,36000,419,0,-64
e51ab21,2017-08-02T09:32:41Z,46.08883,61.1761,34000,427,0,0
e51ab21,2017-08-02T09:39:13Z,44.54615,61.00786,36000,423,0,0
e5259c3,2017-08-02T09:38:53Z,41.16034,39.39556,40000,445,0,0
e528944,2017-08-02T09:36:59Z,33.99302,32.34838,26075,457,0,1152
e51ab21,2017-08-02T09:40:21Z,44.28552,60.97751,36000,417,0,0
e5259c3,2017-08-02T09:58:09Z,38.27688,40.28604,40000,453,0,0
e529378,2017-08-02T09:43:17Z,28.82144,40.97681,0,0,1,0
e528944,2017-08-02T09:29:34Z,34.9243,32.01644,17150,381,0,1472
e51ab21,2017-08-02T09:29:34Z,46.84806,61.25392,34000,439,0,0
e51d2a1,2017-08-02T09:33:33Z,41.05213,60.56828,39975,428,0,-64
e51ab21,2017-08-02T09:44:08Z,43.42886,60.87397,36000,398,0,0
e51ab21,2017-08-02T09:38:27Z,44.72838,61.02869,36000,423,0,0
e528944,2017-08-02T09:39:15Z,33.67228,32.46043,28625,469,0,832
e51ab21,2017-08-02T09:37:35Z,44.93135,61.05168,36000,424,0,0
e528944,2017-08-02T09:40:09Z,33.5461,32.51222,29575,480,0,1216
e528944,2017-08-02T09:34:09Z,34.37275,32.2141,23400,429,0,704
e5259c3,2017-08-02T09:44:11Z,40.36488,39.61568,40000,446,0,0
e51d2a1,2017-08-02T09:39:13Z,39.74523,60.43846,39975,418,0,0
e528944,2017-08-02T09:46:50Z,32.70076,33.09077,37975,486,0,1408
e51ab21,2017-08-02T09:42:09Z,43.87234,60.92837,36000,412,0,-64
e528944,2017-08-02T10:00:11Z,31.03684,34.20249,39975,475,0,0
e51ab21,2017-08-02T09:56:17Z,40.8809,60.55203,36000,374,0,0
e51d2a1,2017-08-02T09:57:14Z,35.74128,59.96554,39975,404,0,-64
e529378,2017-08-02T09:55:41Z,28.82146,40.9768,0,0,1,0
e528944,2017-08-02T09:55:58Z,31.56396,33.85573,39975,480,0,-64
e51ab21,2017-08-02T09:46:47Z,42.85659,60.80248,36000,389,0,0
e528944,2017-08-02T09:47:05Z,32.66978,33.11183,38300,485,0,1408
e5259c3,2017-08-02T09:47:18Z,39.89661,39.75394,40000,446,0,0
e5259c3,2017-08-02T09:55:23Z,38.69049,40.14808,40000,450,0,0
e528944,2017-08-02T10:04:17Z,30.51973,34.53744,40000,480,0,-64
e51ab21,2017-08-02T10:06:37Z,38.75958,60.33138,36000,378,0,0
e528944,2017-08-02T09:43:55Z,33.07121,32.8375,33975,500,0,1344
e51d2a1,2017-08-02T10:14:33Z,31.86253,59.78234,40000,409,0,64
e51ab21,2017-08-02T10:07:38Z,38.55151,60.30776,36000,379,0,0
e51ab21,2017-08-02T10:02:45Z,39.55313,60.4182,36000,376,0,64
e5259c3,2017-08-02T10:05:38Z,37.13318,40.62987,40000,455,0,0
e51ab21,2017-08-02T10:06:58Z,38.69092,60.32361,36000,378,0,64
e528944,2017-08-02T10:07:57Z,30.05208,34.83644,40000,479,0,-64
e5259c3,2017-08-02T10:01:46Z,37.72736,40.45478,40000,449,0,-64
e51ab21,2017-08-02T10:16:11Z,36.76045,60.09062,36000,393,0,0
e5259c3,2017-08-02T10:10:33Z,36.36261,40.8512,40000,461,0,0
e529378,2017-08-02T09:55:11Z,28.82144,40.9768,0,0,1,0
e528944,2017-08-02T10:05:39Z,30.34666,34.64865,39975,478,0,0
e51ab21,2017-08-02T10:00:50Z,39.95794,60.46047,36000,375,0,64
e51ab21,2017-08-02T10:01:10Z,39.88228,60.45273,36000,376,0,-64
e51ab21,2017-08-02T10:01:45Z,39.76462,60.44049,36000,376,0,0
e528944,2017-08-02T09:38:06Z,33.83555,32.40352,27450,460,0,1152
e528944,2017-08-02T10:10:34Z,29.74122,35.07304,39975,480,0,-64
e529378,2017-08-02T10:18:42Z,28.60222,41.2046,9325,297,0,3328
e51d2a1,2017-08-02T10:09:39Z,32.96771,59.85004,39975,419,0,0
e51d2a1,2017-08-02T10:09:58Z,32.89904,59.8464,39975,418,0,64
e51e68c,2017-08-02T10:19:47Z,-24.4466,33.88312,35000,495,0,0
e51ab21,2017-08-02T10:03:21Z,39.43201,60.40526,36000,375,0,0
e51ab21,2017-08-02T10:10:34Z,37.9458,60.23688,36000,384,0,0
e51ab21,2017-08-02T10:12:35Z,37.52165,60.18562,36000,390,0,64
e5259c3,2017-08-02T09:42:59Z,40.54301,39.56228,40000,445,0,0
e51d2a1,2017-08-02T10:09:18Z,33.04934,59.85426,40000,418,0,0
e51e68c,2017-08-02T10:24:14Z,-24.20664,34.45964,35000,491,0,0
e5259c3,2017-08-02T10:16:53Z,35.35594,41.13062,40000,463,0,0
e51d2a1,2017-08-02T10:18:41Z,30.941,59.71289,39975,413,0,-64
e51d2a1,2017-08-02T10:18:56Z,30.8845,59.70846,40000,414,0,-64
e5259c3,2017-08-02T09:45:17Z,40.19802,39.66537,40000,446,0,0
e51e68c,2017-08-02T10:12:15Z,-24.84641,32.90406,35000,493,0,0
e51ab21,2017-08-02T10:05:17Z,39.03548,60.36214,36000,375,0,0
e51ab21,2017-08-02T09:46:11Z,42.98288,60.81826,36000,392,0,0
e5259c3,2017-08-02T10:14:34Z,35.72413,41.02964,40000,463,0,0
e51e68c,2017-08-02T10:28:36Z,-23.95895,35.0221,35000,495,0,0
e51ab21,2017-08-02T10:21:19Z,35.68076,59.96366,36000,390,0,0
e51ab21,2017-08-02T10:11:15Z,37.80302,60.21977,36000,386,0,0
e5259c3,2017-08-02T10:20:39Z,34.7536,41.29266,40000,461,0,0
e529378,2017-08-02T09:59:29Z,28.81993,40.97564,0,2,1,0
e51ab21,2017-08-02T10:26:35Z,34.536,59.92266,36000,397,0,0
e51e68c,2017-08-02T10:22:51Z,-24.28132,34.28107,35000,492,0,0
e5259c3,2017-08-02T10:23:09Z,34.3501,41.3992,40000,464,0,0
e51d2a1,2017-08-02T10:01:29Z,34.80546,59.93318,39975,401,0,-64
e51e68c,2017-08-02T10:25:54Z,-24.1163,34.6743,35000,492,0,0
e5259c3,2017-08-02T10:25:55Z,33.90294,41.5146,40000,463,0,0
e5259c3,2017-08-02T10:44:27Z,30.83538,42.25032,40000,475,0,0
e529378,2017-08-02T10:15:33Z,28.80684,41.0346,1925,198,0,832
e51e68c,2017-08-02T10:18:43Z,-24.50346,33.74544,35000,495,0,0
e51e68c,2017-08-02T10:15:58Z,-24.65023,33.38728,35000,493,0,0
e51ab21,2017-08-02T10:21:39Z,35.60821,59.96132,36000,391,0,0
e51ab21,2017-08-02T10:22:42Z,35.38243,59.95394,36000,393,0,0
e51e68c,2017-08-02T10:40:46Z,-22.87808,36.45302,35000,494,0,0
e51e68c,2017-08-02T10:23:55Z,-24.22336,34.41965,35000,491,0,0
e51e68c,2017-08-02T10:18:09Z,-24.53413,33.67082,35000,495,0,0
e5259c3,2017-08-02T10:28:56Z,33.41186,41.63907,40000,467,0,0
e529378,2017-08-02T10:25:15Z,27.83436,41.68658,25350,479,0,2240
e51d2a1,2017-08-02T10:49:17Z,24.15254,58.62278,39975,444,0,0
e52b165,2017-08-02T10:41:42Z,-22.60945,63.98312,0,24,1,0
e529378,2017-08-02T10:19:24Z,28.54756,41.23965,10575,317,0,1088
e51d2a1,2017-08-02T10:29:34Z,28.46644,59.49349,39975,430,0,-64
e528944,2017-08-02T10:08:18Z,30.00826,34.86576,39975,481,0,-64
e529378,2017-08-02T10:51:21Z,23.65972,43.45731,36000,484,0,0
e529378,2017-08-02T10:43:49Z,24.89433,42.99372,36000,491,0,0
e51e68c,2017-08-02T10:43:46Z,-22.6055,36.8038,35000,498,0,0
e51ab21,2017-08-02T10:51:19Z,29.18445,59.5622,36000,394,0,0
e5259c3,2017-08-02T10:44:09Z,30.89144,42.23776,40000,474,0,0
e51e68c,2017-08-02T10:31:21Z,-23.72073,35.34358,35000,496,0,0
e52b165,2017-08-02T10:42:07Z,-22.60945,63.98154,0,23,1,0
e528944,2017-08-02T10:21:36Z,28.41954,36.08731,40000,487,0,0
e528944,2017-08-02T10:21:59Z,28.3707,36.12401,39975,489,0,-64
e5259c3,2017-08-02T10:26:16Z,33.84525,41.52934,40000,464,0,0
e5259c3,2017-08-02T10:42:51Z,31.10742,42.18906,40000,471,0,-64
e528944,2017-08-02T10:45:49Z,25.66022,38.50359,40000,482,0,0
e51e68c,2017-08-02T10:29:35Z,-23.87452,35.1373,35000,495,0,0
e51e68c,2017-08-02T10:46:50Z,-22.32223,37.1035,35000,501,0,0
e529378,2017-08-02T10:23:12Z,28.10428,41.51863,20250,447,0,2496
e51e2e8,2017-08-02T10:54:42Z,-24.46581,60.01882,37000,501,0,0
e51e2e8,2017-08-02T10:42:46Z,-27.73284,60.63982,37000,500,0,0
e529378,2017-08-02T10:43:07Z,25.00488,42.9511,36000,491,0,0
e51ab21,2017-08-02T10:45:33Z,30.41414,59.67025,36000,398,0,0
e5259c3,2017-08-02T10:55:25Z,29.08726,42.89799,40000,485,0,0
e529378,2017-08-02T10:29:54Z,27.15796,42.08964,35100,499,0,1664
e52b165,2017-08-02T10:56:40Z,-21.3404,63.7907,20125,376,0,1984
e52b165,2017-08-02T10:45:31Z,-22.60766,63.96463,0,0,1,0
e52b165,2017-08-02T10:30:54Z,-22.62188,63.99328,0,0,1,0
e51e2e8,2017-08-02T10:49:57Z,-25.67618,60.25718,37000,504,0,0
e52b165,2017-08-02T10:50:17Z,-22.49176,64.06654,4300,271,0,3840
e5259c3,2017-08-02T10:16:29Z,35.41962,41.11326,40000,463,0,0
e51e2e8,2017-08-02T10:59:37Z,-23.1827,59.74668,37000,507,0,0
e528944,2017-08-02T10:47:56Z,25.43823,38.72932,40000,486,0,-64
e528944,2017-08-02T11:00:00Z,24.14153,40.01202,39975,486,0,0
e51ab21,2017-08-02T10:52:59Z,28.83325,59.5291,36000,391,0,0
e528944,2017-08-02T10:17:43Z,28.88907,35.73166,40000,480,0,-64
e52b165,2017-08-02T11:00:53Z,-20.34866,63.69301,26500,409,0,1344
e51e68c,2017-08-02T10:53:56Z,-21.65878,37.99339,35000,500,0,0
e52b165,2017-08-02T10:51:39Z,-22.27566,64.02865,9025,279,0,2944
e51e68c,2017-08-02T11:02:07Z,-20.86692,38.95372,35000,502,0,0
e51e68c,2017-08-02T10:54:21Z,-21.61727,38.04446,35000,501,0,0
e528944,2017-08-02T10:52:19Z,24.97247,39.19698,39975,488,0,0
e528944,2017-08-02T10:31:35Z,27.24365,37.05838,40000,489,0,0
e5259c3,2017-08-02T10:51:21Z,29.6795,42.56741,40000,488,0,-64
e5259c3,2017-08-02T10:47:57Z,30.23469,42.38312,40000,480,0,0
e528944,2017-08-02T10:20:01Z,28.61132,35.9426,39975,483,0,-64
